file_id;md_id;type;error_count;errors
1-100/1.iso19139;ca4ff434-8a17-488a-8945-4f7b94494b35;dataset;1;2.6
1-100/12.iso19139;f3c1d79c-9eed-5b74-b6f2-6b9d5274e070;dataset;1;2.6
1-100/14.iso19139;73f163e0-18b9-469e-9e19-ba94a6197ea5;dataset;1;2.6
1-100/22.iso19139;d0bdbc33-052a-5fe2-9ebe-d18e73841739;dataset;2;C.6 C.10
1-100/36.iso19139;aff59fa3-584a-4276-98ad-0c086ccc2401;dataset;1;C.12
1-100/24.iso19139;a8929b78-0721-42ae-9b86-bac6a647ec4b;dataset;1;C.12
1-100/4.iso19139;46a5b396-8769-4b28-8d2f-ccd1394becae;dataset;2;C.10 2.6
1-100/3.iso19139;28db7a8a-6161-4c8a-b311-a2a126845ee6;dataset;2;C.10 2.6
1-100/50.iso19139;2cced54e-bad1-5778-a4cd-2edd9afe4159;dataset;2;C.10 2.6
1-100/46.iso19139;cadf1866-c9bf-4abe-ad5c-414c838808d9;dataset;1;2.6
1-100/60.iso19139;02a72857-4094-53c8-b690-2746b4e61c77;dataset;2;C.6 C.10
1-100/61.iso19139;1f30ad90-050a-546b-b11a-642bd243bfeb;dataset;2;C.6 C.10
1-100/62.iso19139;2323c889-017e-5939-beb8-73908c0dbf64;dataset;2;C.6 C.10
1-100/64.iso19139;2bee1b5e-c3c4-59bb-8d9a-742d3002d34e;dataset;2;C.6 C.10
1-100/63.iso19139;10a914a3-c1d7-5aea-9354-b26b8c265ef9;dataset;2;C.6 C.10
1-100/66.iso19139;f3bc47ca-573a-46c4-9c97-fc2c693229ce;service;1;C.17
1-100/67.iso19139;58a7e5ce-b7f1-5156-b01c-1ec8e0bff9c7;dataset;2;C.6 C.10
1-100/78.iso19139;579ed502-4fe6-5b53-94df-97ea5eed0888;dataset;2;C.6 C.10
101-200/14.iso19139;145f99e5-c870-5247-a8fc-31a719043122;dataset;2;C.6 C.10
101-200/21.iso19139;4f873e4a-8379-46d4-898f-513c4362f9d7;dataset;1;2.6
101-200/23.iso19139;310c465b-c000-581a-9e76-44df576a3a07;dataset;2;C.10 2.6
101-200/19.iso19139;6b3c0a22-8d79-46e3-8ef0-522862a8df9f;dataset;1;2.6
101-200/22.iso19139;36e5467e-dcdc-4f18-8ff6-e695e1b0739d;dataset;2;C.10 2.6
101-200/24.iso19139;3b4ee1c7-6a85-4b0a-8a00-b2a881e6c708;dataset;2;C.10 2.6
101-200/47.iso19139;48d3d9ca-90ab-4ef2-af78-8f8b4c1ba203;dataset;1;C.12
101-200/49.iso19139;9fffedd9-5076-4310-a366-198947717725;dataset;1;2.6
101-200/51.iso19139;437002eb-593e-5e7e-8fa7-33bf61d232f2;dataset;1;2.6
101-200/59.iso19139;facea4de-c37e-5fea-805a-c2872b5f875a;dataset;1;2.6
101-200/64.iso19139;0f48e098-112d-551a-bf5c-efabc5eb689b;dataset;1;2.6
201-300/6.iso19139;e17fe655-987c-4c5f-bbae-b10dcd4fccc3;dataset;1;2.6
201-300/69.iso19139;b5b1fa36-1b2b-4863-ad3b-de8526d04833;dataset;4;C.1 C.17 1.5 2.4
401-500/20.iso19139;8729f527-c06d-f3f9-c1c9-2f05-3d9f-2c57-c1fa916f;service;1;3.6
401-500/35.iso19139;4d361174-860d-ee21-4b3e-cafc-a2fc-2151-d3f42167;service;1;3.6
1-100/82.iso19139;2926a277-0208-40e7-b0ba-eb6adf37935e;service;1;3.6
301-400/37.iso19139;75E82B74-F8E3-46FF-ADF0-2BE8B3C66458;dataset;1;2.5
301-400/39.iso19139;688b3a9c-025b-4872-b1c6-06126a821e25;service;1;C.17
101-200/34.iso19139;24e58345-8396-8a4a-c799-944b-f319-1f81-704c78ed;service;1;3.6
101-200/48.iso19139;6f8c1407-e109-f598-32c7-a068-2298-bdde-122da642;service;1;3.6
101-200/38.iso19139;eab36660-76ec-11e0-994d-0002a5d5c51b;service;UNDEFINED;c5d37328b2c8cc50ba84158ebdd3f020;0;
101-200/6.iso19139;6c7ae489-8a11-45af-9352-f6b9ad05414b;service;UNDEFINED;4b4eccbd9638814d0b4e41de73570497;0;
