uuid,url,url_status
{B924EBD9-4068-4D30-8F91-0BA5786E293B},http://proxygds.viss.gov.lv/arcgis/rest/directories/arcgisforinspire/INSPIRE/Taxiway_Area_MapServer/serviceatoma1.xml,1
{A3BB4EC7-4EB4-4A6D-A715-11A3BC433B9D},http://proxygds.viss.gov.lv/arcgis/rest/directories/arcgisforinspire/INSPIRE/AirRoute_MapServer/serviceatoma1.xml,1
{AE082642-A52D-4C85-9FE7-33C050ECCB34},http://proxygds.viss.gov.lv/arcgis/rest/directories/arcgisforinspire/INSPIRE/StandardInstrumentDeparture_MapServer/serviceatoma1.xml,1
{95AE3232-4BE4-4A2E-AD89-7C6FED7E9BAE},http://proxygds.viss.gov.lv/arcgis/rest/directories/arcgisforinspire/INSPIRE/Runway_Area_MapServer/serviceatoma1.xml,1
{86D10A75-721E-4418-8EAA-76AA441F4FD8},http://proxygds.viss.gov.lv/arcgis/rest/directories/arcgisforinspire/INSPIRE/TouchDownLiftOff_MapServer/serviceatoma1.xml,1
{6535D875-EF83-4A5A-B515-DAE01BBDBA72},https://karte.lad.gov.lv/arcgis/services/lauki/MapServer/WFSServer,1
{DF14B413-81EB-42C6-BBFE-DD2CDAAA9BD3},http://proxygds.viss.gov.lv/arcgis/rest/directories/arcgisforinspire/INSPIRE/RunwayCentrelinePoint_MapServer/serviceatoma1.xml,1
{327083B1-31A7-4B41-B456-1FDE543CB5A2},http://proxygds.viss.gov.lv/arcgis/rest/directories/arcgisforinspire/INSPIRE/DesignatedPoint_MapServer/serviceatoma1.xml,1
{5825AFE5-FD76-4013-BA3F-DEFD1D3B8C18},http://proxygds.viss.gov.lv/arcgis/rest/directories/arcgisforinspire/INSPIRE/StandardInstrumentArrival_MapServer/serviceatoma1.xml,1
{32730C46-5270-4AC9-B208-0DED0828DBF9},http://proxygds.viss.gov.lv/arcgis/rest/directories/arcgisforinspire/INSPIRE/AerodromeNode_MapServer/serviceatoma1.xml,1
{496CCD84-71A2-405D-B286-B837D88893C7},http://proxygds.viss.gov.lv/arcgis/rest/directories/arcgisforinspire/INSPIRE/Apron_Area_MapServer/serviceatoma1.xml,1
{C47A6BD4-7CDE-42BA-875B-3DCDC5927771},https://karte.lad.gov.lv/arcgis/services/lauku_bloki/MapServer/WFSServer,1
{D87273BC-E8C2-4100-96F5-E0B5657BA4C6},http://proxygds.viss.gov.lv/arcgis/rest/directories/arcgisforinspire/INSPIRE/Navaid_MapServer/serviceatoma1.xml,1
{06B4567C-4C32-408D-91F6-6FCB7D589F92},http://proxygds.viss.gov.lv/arcgis/rest/directories/arcgisforinspire/INSPIRE/Airspace_MapServer/serviceatoma1.xml,1
{CAF296D2-D35A-4DDE-BE38-228A13DB54AB},http://proxygds.viss.gov.lv/arcgis/rest/directories/arcgisforinspire/INSPIRE/InstrumentApproachProcedure_MapServer/serviceatoma1.xml,1
