UUID 634a8d37-c061-4309-863e-83c58db6048b: URL https://geoservices.test.wallonie.be/geoserver/inspire_lu/ows?service=WMS&version=1.3.0&request=GetCapabilities failed - HTTPSConnectionPool(host='geoservices.test.wallonie.be', port=443): Read timed out. (read timeout=5)
UUID db7a2a06-52fc-42bf-9822-9b347f617d95: URL https://geoservices.wallonie.be/INSPIRE/WMS/OI/MapServer/WMSServer?request=GetCapabilities&service=WMS failed - HTTPSConnectionPool(host='geoservices.wallonie.be', port=443): Read timed out. (read timeout=5)
UUID a34c3c16-5ec5-41c6-839b-d1a587b52fa2: URL https://geoservices.test.wallonie.be/geoserver/inspire_lu/ows?service=WMS&version=1.3.0&request=GetCapabilities failed - HTTPSConnectionPool(host='geoservices.test.wallonie.be', port=443): Max retries exceeded with url: /geoserver/inspire_lu/ows?service=WMS&version=1.3.0&request=GetCapabilities (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1006)')))
UUID c55781da-dc96-4a8d-9e2e-c6c0e778e25f: URL https://geoservices.test.wallonie.be/geoserver/inspire_lu/ows?service=WMS&version=1.3.0&request=GetCapabilities failed - HTTPSConnectionPool(host='geoservices.test.wallonie.be', port=443): Max retries exceeded with url: /geoserver/inspire_lu/ows?service=WMS&version=1.3.0&request=GetCapabilities (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1006)')))
UUID 64d61071-3421-46f0-b8cd-367c708a5323: URL https://geoservices.test.wallonie.be/geoserver/inspire_lu/ows?service=WMS&version=1.3.0&request=GetCapabilities failed - HTTPSConnectionPool(host='geoservices.test.wallonie.be', port=443): Max retries exceeded with url: /geoserver/inspire_lu/ows?service=WMS&version=1.3.0&request=GetCapabilities (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1006)')))
UUID 6c5936be-a264-4450-bfd4-633b0fc1b3b1: URL https://geoservices.test.wallonie.be/geoserver/inspire_lu/ows?service=WMS&version=1.3.0&request=GetCapabilities failed - HTTPSConnectionPool(host='geoservices.test.wallonie.be', port=443): Max retries exceeded with url: /geoserver/inspire_lu/ows?service=WMS&version=1.3.0&request=GetCapabilities (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1006)')))
UUID b7f2f896-5983-46dd-bed6-c43e15613efb: URL https://geoservices.test.wallonie.be/geoserver/inspire_lc/ows?service=WMS&version=1.3.0&request=GetCapabilities failed - HTTPSConnectionPool(host='geoservices.test.wallonie.be', port=443): Max retries exceeded with url: /geoserver/inspire_lc/ows?service=WMS&version=1.3.0&request=GetCapabilities (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1006)')))
UUID d5dbc4f9-cda7-4cb2-9142-c8780c6349ca: URL https://geoservices.test.wallonie.be/geoserver/inspire_am/ows?service=WMS&version=1.3.0&request=GetCapabilities failed - HTTPSConnectionPool(host='geoservices.test.wallonie.be', port=443): Max retries exceeded with url: /geoserver/inspire_am/ows?service=WMS&version=1.3.0&request=GetCapabilities (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1006)')))
UUID 7e19a17e-8b1c-4c3c-a6a8-0443b59eeca7: URL https://geoservices.test.wallonie.be/geoserver/inspire_lu/ows?service=WMS&version=1.3.0&request=GetCapabilities failed - HTTPSConnectionPool(host='geoservices.test.wallonie.be', port=443): Max retries exceeded with url: /geoserver/inspire_lu/ows?service=WMS&version=1.3.0&request=GetCapabilities (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1006)')))
UUID ce6b6455-3273-41e3-bfab-ae71bcd677cc: URL https://geoservices.test.wallonie.be/geoserver/inspire_ps/ows?service=WMS&version=1.3.0&request=GetCapabilities failed - HTTPSConnectionPool(host='geoservices.test.wallonie.be', port=443): Max retries exceeded with url: /geoserver/inspire_ps/ows?service=WMS&version=1.3.0&request=GetCapabilities (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1006)')))
UUID 75c9248b-53d8-4c3b-a16e-e962b3a5d3b0: URL https://geoservices.test.wallonie.be/geoserver/inspire_lu/ows?service=WMS&version=1.3.0&request=GetCapabilities failed - HTTPSConnectionPool(host='geoservices.test.wallonie.be', port=443): Max retries exceeded with url: /geoserver/inspire_lu/ows?service=WMS&version=1.3.0&request=GetCapabilities (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1006)')))
UUID 61cd40a5-e3d3-496d-a166-ffe45b25f3c4: URL https://geoservices.test.wallonie.be/geoserver/inspire_am/ows?service=WMS&version=1.3.0&request=GetCapabilities failed - HTTPSConnectionPool(host='geoservices.test.wallonie.be', port=443): Max retries exceeded with url: /geoserver/inspire_am/ows?service=WMS&version=1.3.0&request=GetCapabilities (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1006)')))
UUID 1aecd74a-e1a7-498c-b749-f0a256ba2834: URL https://geoservices.test.wallonie.be/geoserver/inspire_lc/ows?service=WMS&version=1.3.0&request=GetCapabilities failed - HTTPSConnectionPool(host='geoservices.test.wallonie.be', port=443): Max retries exceeded with url: /geoserver/inspire_lc/ows?service=WMS&version=1.3.0&request=GetCapabilities (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1006)')))
UUID 56b0ce31-2829-4fbe-a880-129d7e941f69: URL https://geoservices.test.wallonie.be/geoserver/inspire_am/ows?service=WMS&version=1.3.0&request=GetCapabilities failed - HTTPSConnectionPool(host='geoservices.test.wallonie.be', port=443): Max retries exceeded with url: /geoserver/inspire_am/ows?service=WMS&version=1.3.0&request=GetCapabilities (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1006)')))
UUID c2526c30-ee7e-4c0b-b866-599e9aba3665: URL https://geoservices.test.wallonie.be/geoserver/inspire_ps/ows?service=WMS&version=1.3.0&request=GetCapabilities failed - HTTPSConnectionPool(host='geoservices.test.wallonie.be', port=443): Max retries exceeded with url: /geoserver/inspire_ps/ows?service=WMS&version=1.3.0&request=GetCapabilities (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1006)')))
UUID 1b15175c-9465-4613-8e15-44918e77ab22: URL https://geoservices.test.wallonie.be/geoserver/inspire_lc/ows?service=WMS&version=1.3.0&request=GetCapabilities failed - HTTPSConnectionPool(host='geoservices.test.wallonie.be', port=443): Max retries exceeded with url: /geoserver/inspire_lc/ows?service=WMS&version=1.3.0&request=GetCapabilities (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1006)')))
UUID d752fab9-4560-4a32-9da6-227b51fca867: URL https://geoservices.test.wallonie.be/geoserver/inspire_lc/ows?service=WMS&version=1.3.0&request=GetCapabilities failed - HTTPSConnectionPool(host='geoservices.test.wallonie.be', port=443): Max retries exceeded with url: /geoserver/inspire_lc/ows?service=WMS&version=1.3.0&request=GetCapabilities (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1006)')))
