uuid,url,url_status
KAUR_pohjaveemaardlad,https://inspire.geoportaal.ee/geoserver/AM_pohjaveevaru/wfs?service=WFS&request=GetCapabilities,1
maaamet_maardlad,https://teenus.maaamet.ee/ows/maardlad?service=WFS&version=1.1.0&request=getCapabilities,1
maaamet_KPO_IS,https://gsavalik.envir.ee/geoserver/kmakitsendused/wfs?service=WFS&version=2.0.0&request=GetCapabilities,1
veeteede_amet_sadamaregister,https://inspire.geoportaal.ee/geoserver/TN_sadam/wfs?service=WFS&version=2.0.0&request=GetCapabilities,1
EANS_AIM_data,https://inspire.geoportaal.ee/geoserver/TN_ohutransport/wfs?service=WFS&version=2.0.0&request=GetCapabilities,1
KAUR_pvkogumid,https://inspire.geoportaal.ee/geoserver/GE_pohjaveekogum/wfs?service=WFS&version=2.0.0&request=GetCapabilities,1
ilmateenistus_ilmajaamad,https://inspire.geoportaal.ee/geoserver/EF_ilmajaamad/wfs?service=WFS&version=2.0.0&request=Getcapabilities,1
maaamet_ADS_haldussysteem,https://inspire.geoportaal.ee/geoserver/AD_Address/wfs?service=WFS&version=2.0.0&request=GetCapabilities,1
ee.kaur.hb-vep,https://inspire.geoportaal.ee/geoserver/HB_public/wfs?request=GetCapabilities&service=wfs,1
KTK_PRTR,https://inspire.geoportaal.ee/geoserver/US_jaatmekaitlus/wfs?service=WFS&version=2.0.0&request=GetCapabilities,1
KTK_KKR_veekogud,https://inspire.geoportaal.ee/geoserver/HY_hydro/wfs?service=WFS&version=2.0.0&request=GetCapabilities,1
b846318f-bbe7-4130-ad59-413ed08f7714,https://inspire.geoportaal.ee/geoserver/LU_planeeringud/ows?service=WFS&version=2.0.0&request=GetCapabilities,1
KAUR_saasteaineteregister,https://inspire.geoportaal.ee/geoserver/PF_heiteallikad/wfs?service=WFS&version=2.0.0&request=GetCapabilities,1
KAUR_reoveekaitlusnimistu,https://inspire.geoportaal.ee/geoserver/US_reoveepuhasti/wfs?service=WFS&version=2.0.0&request=GetCapabilities,1
6f83aa32.xml,https://gsavalik.envir.ee/geoserver/keskkonnainfo/ows?service=WFS&request=GetCapabilities,1
stat_grid,https://inspire.geoportaal.ee/geoserver/SU_ruutkaart/ows?service=WFS&version=2.0.0&request=GetCapabilities,1
{47636086-0E88-4D30-A34B-713E2C7D56B6},https://inspire.geoportaal.ee/geoserver/SD_liigid/wfs?service=WFS&version=2.0.0&request=GetCapabilities,1
{3B72703A-26A8-4FC4-8157-117274CD2106},https://gsavalik.envir.ee/geoserver/eelis/ows?service=WFS&version=2.0.0&request=GetCapabilities,1
31078b99-87d2-400f-a38e-067d6634c66a,https://inspire.geoportaal.ee/geoserver/AU_asum/wfs?service=WFS&version=2.0.0&request=GetCapabilities,1
{DFDFF3CC-4A9A-4910-BD28-6D23E2D8111C},https://inspire.geoportaal.ee/geoserver/EF_hydrojaamad/ows?service=WFS&version=2.0.0&request=GetCapabilities,1
